Number of teeth,Comb spacing (Hz),Mean concentration (VMR),Standard deviation (VMR)
5,2800000000.0,0.009735456611145889,0.0011824182985783003
5,2900000000.0,0.0099832493612423,0.0011708392468714813
5,3000000000.0,0.009906654316823648,0.0011428709376361033
6,2400000000.0,0.009480155214986172,0.0010572238731141
6,2500000000.0,0.00968777500488078,0.001029040867230932
6,2600000000.0,0.010027724841477983,0.0010775761550259012
6,2700000000.0,0.010146456718521888,0.0011659338339329954
6,2800000000.0,0.01036327034067294,0.0011682085738807986
6,2900000000.0,0.010258439173069006,0.001421964805061723
6,3000000000.0,0.010612444546410789,0.0014691667445587628
7,1400000000.0,0.00891742634471846,0.000612107797491151
7,1500000000.0,0.009075558156379664,0.0006108021522609408
7,1600000000.0,0.009085494320515666,0.0006772598792613891
7,1700000000.0,0.009140296877128817,0.0007282251398196716
7,1800000000.0,0.00924110603961311,0.0006124760784366148
7,1900000000.0,0.009328656016287733,0.0008479402551222681
7,2000000000.0,0.00938222297370553,0.0006635941101096655
7,2100000000.0,0.009573870985903265,0.0008846732239209872
7,2200000000.0,0.009816710655938836,0.0009552145812899182
7,2300000000.0,0.009974334457395847,0.0008043977180496989
7,2400000000.0,0.009941840999245145,0.0009698949956359189
7,2500000000.0,0.010034270630790966,0.0010997938074759565
7,2600000000.0,0.010077611300522317,0.0011932608406604187
7,2700000000.0,0.01052262005060809,0.0012047459529356931
8,1400000000.0,0.00911846509628267,0.0005903303261962515
8,1500000000.0,0.009287658008846922,0.0005232582171605374
8,1600000000.0,0.009357891203157852,0.0006277047436967583
8,1700000000.0,0.009422139117404445,0.0007212739095568644
8,1800000000.0,0.009473148051280817,0.0006149911752579294
8,1900000000.0,0.009651714819076276,0.0008038797925592474
8,2000000000.0,0.00978178360022559,0.0007212414524414306
8,2100000000.0,0.009782031620318524,0.0007522542674209081
8,2200000000.0,0.009907477368336007,0.0008729957946406532
8,2300000000.0,0.010164375538106587,0.000776706396855777
8,2400000000.0,0.009959129608713762,0.0010751843108516754
8,2500000000.0,0.01019349238799269,0.0010873418002225368
8,2600000000.0,0.010283440223331134,0.0010637154698155185
9,1200000000.0,0.00940277658734412,0.0006515914855994511
9,1300000000.0,0.009343049825461516,0.0005998605595035947
9,1400000000.0,0.009491105512404811,0.0006752156741537382
9,1500000000.0,0.009635560627672292,0.0006334018355731368
9,1600000000.0,0.0095473822913305,0.0006370021350778514
9,1700000000.0,0.0098059200704949,0.0007227343565512995
9,1800000000.0,0.009683758962889637,0.0006205130180227977
9,1900000000.0,0.0098335727496,0.0007555057521540783
9,2000000000.0,0.009744383872103631,0.0006443732434016297
9,2100000000.0,0.01012924929373984,0.0007969394681961224
9,2200000000.0,0.009885801897374603,0.0009435100730962105
9,2300000000.0,0.010199548130241883,0.000973029287325294
9,2400000000.0,0.010086187865276517,0.0009940369159984123
9,2500000000.0,0.01028866365278447,0.0010757808727216804
10,1100000000.0,0.009348044723166034,0.0006235844799962003
10,1200000000.0,0.009389670292916421,0.0005891748106820295
10,1300000000.0,0.009624252714297038,0.0006947997817643752
10,1400000000.0,0.009760608672074235,0.0006365961539586481
10,1500000000.0,0.009554799579933427,0.0006031321398872396
10,1600000000.0,0.009868382947450075,0.0006141550031504952
10,1700000000.0,0.009696207568282772,0.0007076249825009225
10,1800000000.0,0.009854927803773547,0.000666211871998246
10,1900000000.0,0.010093427086328965,0.0007338747293037147
10,2000000000.0,0.009906868745904318,0.0007521054522913182
10,2100000000.0,0.010170668443393784,0.000804902099770272
10,2200000000.0,0.009987083076747418,0.0009014639295246488
10,2300000000.0,0.01013950504001675,0.0009814295979626562
10,2400000000.0,0.010360076194075016,0.0010140388035325435
11,1000000000.0,0.009434536479960018,0.0005339649570672988
11,1100000000.0,0.009572505343262806,0.0006075752717845432
11,1200000000.0,0.009688066261599104,0.0005826588601940688
11,1300000000.0,0.009766074245566058,0.0005286454594065835
11,1400000000.0,0.009898471293204016,0.0005844126888105315
11,1500000000.0,0.009772632415369227,0.0006576829364606406
11,1600000000.0,0.009854541163076826,0.000667875525980474
11,1700000000.0,0.009982737655177517,0.0007703003212436456
11,1800000000.0,0.009907421009763549,0.0006977908980588156
11,1900000000.0,0.009991371867022706,0.000717343730857341
11,2000000000.0,0.010120047568744817,0.0007099209987423498
11,2100000000.0,0.010454187143905096,0.0006373087670476754
11,2200000000.0,0.010453464343855832,0.0006045164192003097
12,800000000.0,0.009203158544716109,0.0006014252646595851
12,900000000.0,0.009292801001909826,0.0004745671495068545
12,1000000000.0,0.009613268132202934,0.0005841418071289265
12,1100000000.0,0.00956952819800366,0.0005355283619718925
12,1200000000.0,0.009885441610075098,0.0006141909853799966
12,1300000000.0,0.009972791865903231,0.0005907539350174358
12,1400000000.0,0.009990163500568807,0.0006744297321163279
12,1500000000.0,0.010017553458468678,0.000588523560820283
12,1600000000.0,0.009954871433896572,0.0007242533732621041
12,1700000000.0,0.009960290622143072,0.000727106638236731
12,1800000000.0,0.010028747334475263,0.0005839226756646853
12,1900000000.0,0.010096316847886895,0.0007848041576104896
13,800000000.0,0.009383786485967128,0.0006013188436520974
13,900000000.0,0.00963942717159378,0.00045899383624000594
13,1000000000.0,0.009733561168507626,0.000514733904522107
13,1100000000.0,0.009844135737522125,0.0005903604885821768
13,1200000000.0,0.00984656426403956,0.0006091366525617427
13,1300000000.0,0.009914188680049459,0.0005838784890638963
13,1400000000.0,0.010003780559592874,0.0005527572780879703
13,1500000000.0,0.01008834339946952,0.0006282480579131756
13,1600000000.0,0.010029494398248266,0.0006803458183296988
13,1700000000.0,0.01013155097713952,0.0006097292168464569
13,1800000000.0,0.01026998232225506,0.0005683982307984716
14,700000000.0,0.009330425085982388,0.0005138078564460483
14,800000000.0,0.009451276927681922,0.0005049341269516471
14,900000000.0,0.009660886073220439,0.00046484615964109135
14,1000000000.0,0.009782584394706929,0.000524261694184742
14,1100000000.0,0.009823448507501754,0.0006250090196788273
14,1200000000.0,0.00999127419040917,0.0005585217259745703
14,1300000000.0,0.00998800936843662,0.0006000317650878572
14,1400000000.0,0.010166693316425146,0.0005680302121469865
14,1500000000.0,0.010136053911050625,0.0006346342129818793
14,1600000000.0,0.010080507523671393,0.0005696982252986844
15,600000000.0,0.009300270063133628,0.00047204642700106347
15,700000000.0,0.009468098405666535,0.0004859866230729573
15,800000000.0,0.009669789613110531,0.0005529228969909229
15,900000000.0,0.009798242693983796,0.0004800515686913601
15,1000000000.0,0.009925796483434671,0.0004932371401166331
15,1100000000.0,0.0099624434182106,0.0006070894305296241
15,1200000000.0,0.010051288532477944,0.0006021643178580754
15,1300000000.0,0.009995802383779171,0.0005887215483150165
15,1400000000.0,0.010155043888861372,0.0006186061439270056
15,1500000000.0,0.01005863708147278,0.000537470682627561
16,600000000.0,0.00936863088637688,0.0004910289165839618
16,700000000.0,0.009481294092407095,0.00046754802373913916
16,800000000.0,0.009795394914687172,0.0005349707317772996
16,900000000.0,0.009934004129245085,0.0005192017171636055
16,1000000000.0,0.009982534308693631,0.0005445684726360474
16,1100000000.0,0.010128764344671222,0.0006104029274307013
16,1200000000.0,0.010112800492141194,0.0006024425776772816
16,1300000000.0,0.010173349766416658,0.0005704508160368225
16,1400000000.0,0.010111680179801897,0.0005914436992755985
17,500000000.0,0.009234869714425767,0.00045835648528326777
17,600000000.0,0.009470787112140115,0.0004167393225452171
17,700000000.0,0.0096623596061201,0.00048431179727832346
17,800000000.0,0.009814817651948197,0.0005363213809726825
17,900000000.0,0.009939884050064029,0.0004404909724581977
17,1000000000.0,0.009963028119307077,0.0005349488943960425
17,1100000000.0,0.010125409954467623,0.0006110802389502324
17,1200000000.0,0.01016421460621089,0.0005445896072968428
17,1300000000.0,0.010324798752052652,0.0005670376484121414
18,500000000.0,0.009327332964977257,0.0004984600816998661
18,600000000.0,0.009611370913203177,0.000452569547035195
18,700000000.0,0.009718619517885722,0.0004284629613153448
18,800000000.0,0.009823981961398599,0.0004980573313866297
18,900000000.0,0.010022826990246965,0.0004867594605254709
18,1000000000.0,0.010170401237104321,0.0005298620412415495
18,1100000000.0,0.010159330432663016,0.0005871325928230996
18,1200000000.0,0.010198288027625466,0.0005440634752415791
19,500000000.0,0.00935093400151123,0.0004080155489532993
19,600000000.0,0.009636059305817311,0.0004198255550435955
19,700000000.0,0.009851753055514506,0.0004778658323109022
19,800000000.0,0.009985591622710123,0.0005225462248446511
19,900000000.0,0.010081006660845977,0.0004661416528696824
19,1000000000.0,0.010193752098211929,0.0005344445894266712
19,1100000000.0,0.010274906765853076,0.0005567120418430269
20,400000000.0,0.009110211288772686,0.00040386753744496047
20,500000000.0,0.009499417150894916,0.0004720308631859082
20,600000000.0,0.009687433464566372,0.00040670738271231894
20,700000000.0,0.009868807441790054,0.00046452451574869127
20,800000000.0,0.010063450307281084,0.0005015526875599513
20,900000000.0,0.010166461340645533,0.0004698650993605525
20,1000000000.0,0.010245425386242598,0.0005928869810995845
20,1100000000.0,0.010195008069557816,0.0006065569307925867
21,400000000.0,0.00929274666693552,0.0004153059876363684
21,500000000.0,0.009584495924034231,0.0004473092653926524
21,600000000.0,0.00982772765695043,0.0004265789559217693
21,700000000.0,0.009974686765191958,0.000447766937825825
21,800000000.0,0.0100613083988107,0.0005277645260799226
21,900000000.0,0.01023269061532195,0.0005205102243644367
21,1000000000.0,0.010215235498819072,0.00047846970486465127
22,400000000.0,0.009351225717843116,0.0004282128101120177
22,500000000.0,0.009585994940801444,0.00040865989975069514
22,600000000.0,0.009776894469217418,0.0004127073542436041
22,700000000.0,0.010005476333826728,0.00048694625747844664
22,800000000.0,0.010045399288966054,0.0004369461377261067
22,900000000.0,0.01032034238394722,0.0004698931812526046
23,400000000.0,0.00946654825692422,0.00035572561838595224
23,500000000.0,0.009658157655052223,0.0004732378465360431
23,600000000.0,0.009892619811436236,0.0004494345641773713
23,700000000.0,0.010028754966382183,0.0004886146113601713
23,800000000.0,0.010077583626511268,0.0005194248061425671
23,900000000.0,0.010253209655457651,0.00047191369942101743
24,400000000.0,0.009505123131611266,0.00044002275692669616
24,500000000.0,0.009802064700777182,0.0004221526493852218
24,600000000.0,0.009926187757768833,0.0004068185273148265
24,700000000.0,0.010067111283165843,0.0005096917897682975
24,800000000.0,0.01013789074561491,0.0005793008817714226
25,400000000.0,0.00957557172848481,0.00042896027189035115
25,500000000.0,0.009794137246924193,0.0004186002800682766
25,600000000.0,0.010024747906637321,0.0004069247973747849
25,700000000.0,0.010191756320606949,0.00048552442270851265
25,800000000.0,0.010264364890121547,0.0004585939554528882
26,400000000.0,0.009552095374622496,0.00038705549207685477
26,500000000.0,0.009824529417669986,0.00044007499381397826
26,600000000.0,0.010078739317278707,0.00043290535334133295
26,700000000.0,0.01018771132306306,0.0005081756182055208
26,800000000.0,0.010176415208235066,0.0005108221248256901
27,300000000.0,0.009282736458011413,0.0003943181359144553
27,400000000.0,0.009709551240154973,0.00041315840078865807
27,500000000.0,0.00987148824628573,0.0004375391681989529
27,600000000.0,0.010140470052862637,0.0004286150119126528
27,700000000.0,0.010170731747108096,0.00040346703561913814
28,300000000.0,0.00929650453514068,0.00036583378835064863
28,400000000.0,0.009745459986682225,0.0004421875135815155
28,500000000.0,0.009965831810881983,0.0005153076089707559
28,600000000.0,0.010148067925712233,0.00042450326290771417
28,700000000.0,0.010232551990331155,0.0004528454885426084
29,300000000.0,0.0094306201066843,0.00037908535796435616
29,400000000.0,0.009759026493487883,0.00035836498134976573
29,500000000.0,0.01004681350374201,0.0003938804629828653
29,600000000.0,0.010205722522245933,0.00040824348501309195
29,700000000.0,0.010232732629901374,0.0005064403046507219
30,300000000.0,0.009406641234451918,0.00035858847920348507
30,400000000.0,0.009819254211858482,0.0003714026306673231
30,500000000.0,0.010123397452225413,0.00043516338684839346
30,600000000.0,0.01015196084544783,0.0003909968804472329
